gene,value
TEAD1,12.08
RASSF10,7.11
ARNTL,9.05
FAR1,5.59
SPON1,4.67
PDE3B,8.8
PDE3B,5.99
INSC,4.84
LOC102724957; RP11-396O20.1,4.96
NCR3LG1,8.26
OTOG,5.9
MYOD1,3.65
KCNC1,5.23
MRGPRX3,4.2
MRGPRX4,6.03
SAA1,5.68
GTF2H1,13.09
LDHA,16.43
LDHC,6.15
LDHAL6A,5.66
TMEM86A,6.98
ZDHHC13,10.67
NAV2,11.27
HTATIP2,11.14
PRMT3,9.99
SLC6A5,4.51
NELL1,4.09
ANO5,5.76
SLC17A6,4.39
GAS2,4.82
LUZP2,4.67
ANO3,5.77
FIBIN,5.63
BBOX1,3.8
METTL15,11.26
FSHB,5.86
ARL14EP,11.54
DNAJC24,9.95
ELP4,9.72
EIF3M,13.92
PRRG4,8.86
QSER1,12.71
DEPDC7,8.17
TCP11L1,7.8
HIPK3,11.21
KIAA1549L,10.0
CAPRIN1,15.7
CAT,9.66
EHF,4.32
PDHX,12.04
CD44,14.38
CD44,5.79
FJX1,10.35
TRIM44,11.88
LDLRAD3,11.6
PRR5L,10.27
RAG1,4.42
C11orf74,11.57
API5,13.14
TTC17,10.93
RP11-484D2.4; TTC17,10.39
ALKBH3; SEC14L1P1,7.28
C11orf96,4.56
ACCSL,4.25
ACCS,5.57
EXT2,10.55
CD82,9.23
TSPAN18,5.92
PRDM11,5.14
LOC399886; RP11-430H10.2; FLJ41423,6.64
DKFZp779M0652; CTD-2210P24.4,7.06
SLC35C1,7.05
MAPK8IP1,5.81
GYLTL1B,8.83
CREB3L1,4.59
DGKZ,6.57
MDK,9.48
ATG13,11.2
ARHGAP1,7.95
ZNF408,8.4
F2,4.37
C11orf49,9.28
DDB2,8.01
NR1H3,8.55
MADD,9.55
SLC39A13,8.0
FAM180B,6.06
PTPRJ,11.16
OR4B1,3.83
OR4X2,4.29
OR4X1,5.36
OR4S1,4.36
OR4C3,5.3
OR4A47,4.02
TRIM49B,6.84
OR4C13,4.17
OR4C45,4.7
OR4A8,3.76
OR4A5,5.2
TRIM48,5.35
OR4A16,3.58
OR4A15,5.47
OR4C15,3.58
OR4C16,4.65
OR4P4,4.42
OR4S2,4.01
OR4C6,5.53
OR5D13,4.66
OR5D14,3.62
OR5L1,4.42
OR5D18,3.4
OR5L2,5.64
OR5D16,6.78
TRIM51,6.02
OR5AS1,4.25
OR8I2,5.2
OR8H2,4.86
OR8H3,4.11
OR5J2,3.68
OR5T3,4.51
OR5T1,4.97
OR8K3,3.67
OR8K1,3.39
OR8J1,4.33
OR8U1; OR8U8,6.19
OR5AL1,4.6
OR5AR1,5.13
OR9G1; OR9G9,6.29
OR5AK2,4.04
LRRC55,6.14
P2RX3,5.24
RTN4RL2,6.59
SMTNL1,7.67
SERPING1,4.65
ZDHHC5,12.22
OR9Q1,3.46
OR6Q1,5.35
OR9Q2,4.25
OR1S1,3.92
FAM111B,12.37
FAM111A,12.34
DTX4,6.09
OR5AN1,3.95
OR5A1,4.86
OR4D6,4.12
OR4D10,3.59
OR4D11,5.54
OR4D9,4.72
OOSP2,5.35
MS4A3,4.94
MS4A2,4.21
MS4A4A,3.5
MS4A5,5.54
MS4A1,5.05
MS4A12,5.8
MS4A13,4.94
MS4A8,6.52
MS4A18,4.93
MS4A15,4.43
MS4A10,5.68
CCDC86,9.28
ZP1,4.93
TMEM109,13.33
TMEM132A,10.46
CD6,6.07
CD5,6.55
PGA3; PGA4,5.93
TKFC,8.77
TMEM138,14.48
TMEM216,7.34
SDHAF2,7.97
LRRC10B,5.22
DAGLA,7.54
MYRF,6.5
BEST1,6.35
INCENP,10.15
SCGB1D1,5.51
SCGB2A1,4.32
SCGB1D2,7.34
SCGB2A2,6.0
ASRGL1,7.39
SCGB1A1,5.15
ROM1,7.38
METTL12; SNORA57,5.63
UQCC3,8.72
GNG3,5.13
POLR2G,8.09
TAF6L,7.68
TMEM179B; MIR6748,14.99
SLC3A2,14.67
SLC22A10,5.11
SLC22A9,5.14
LGALS12,4.21
RARRES3,7.45
RTN3,13.9
C11orf84,8.16
MARK2,9.72
NAA40,9.33
STIP1,14.48
FERMT3,4.53
VEGFB,9.17
FKBP2,10.27
PLCB3,8.85
GPR137,8.48
ESRRA,7.13
PRDX5,10.09
CCDC88B,6.15
RPS6KA4,6.28
SLC22A11,7.61
SLC22A12,8.52
MAP4K2,4.0
MEN1,12.54
SAC3D1,8.06
CDCA5,5.25
ZFPL1,10.84
MRPL49,11.7
SPDYC,5.32
CAPN1,10.23
SLC22A20,4.36
POLA2,9.21
CDC42EP2,8.48
DPF2,12.88
TIGD3,6.38
FRMD8,4.59
SCYL1,8.27
PCNXL3,8.04
KAT5,8.48
OVOL1,4.52
SNX32,7.75
MUS81,9.2
CTSW,5.19
CCDC85B,5.79
DRAP1,12.85
TSGA10IP,7.53
SART1,8.92
BANF1,15.35
CST6,6.09
PACS1,10.62
KLC2,9.64
RAB1B,14.4
CNIH2,6.41
TMEM151A,5.26
NPAS4,5.23
PELI3,5.27
ACTN3,6.61
CCS,7.16
RCE1; C11orf80,8.51
LRFN4,7.24
C11orf86,5.07
SYT12,5.97
RHOD,10.06
KDM2A,10.33
ADRBK1,6.51
ANKRD13D,7.71
SSH3,10.95
TBC1D10C,5.37
RPS6KB2,9.21
CABP4,6.22
AIP,8.96
GSTP1,5.99
NDUFV1,11.39
ALDH3B1,7.5
NDUFS8; MIR4691; MIR7113,11.79
LRP5,8.86
PPP6R3,12.9
PPP6R3,10.95
GAL,5.45
IGHMBP2,8.53
TPCN2,7.59
CCND1,13.12
ANO1,8.37
FADD,8.43
PPFIA1,8.58
CTTN,12.06
SHANK2-AS3,6.57
FAM86C1,8.59
DEFB108B,5.58
LOC100129216,5.67
RNF121,11.1
IL18BP,8.52
LRTOMT,8.51
FOLR1,4.21
FOLR2,5.09
INPPL1,9.91
LINC01537,4.96
ATG16L2,6.71
P2RY2,5.86
P2RY6,7.71
ARHGEF17,6.97
RELT,7.0
PLEKHB1,9.13
MRPL48,9.09
PAAF1,8.95
DNAJB13,4.1
PPME1,12.08
RNF169,9.95
SPCS2,10.38
SLCO2B1,5.15
TPBGL,3.84
RPS3; SNORD15A,14.96
SERPINH1,7.86
MOGAT2,4.22
DGAT2,9.8
UVRAG,9.73
UVRAG,7.69
LOC100506127; RP11-111M22.2; LOC387790,6.11
EMSY,12.41
TSKU,10.85
ACER3,9.67
B3GNT6,5.36
CAPN5,7.72
OMP,6.29
MYO7A,5.74
AQP11,8.14
AAMDC,10.61
THRSP,4.57
KCTD21-AS1,7.66
USP35,9.34
RPS28,14.48
PCF11,12.53
ANKRD42,9.86
TMEM126B,11.63
TMEM126A,8.46
CCDC83,4.36
EED; MIR6755,8.54
C11orf73,10.77
CCDC81,6.53
PRSS23,7.66
TMEM135,8.54
TYR,4.02
TRIM77,5.16
TRIM49D1; TRIM49D2,4.73
TRIM64,4.08
TRIM49C,6.04
UBTFL1,3.72
NAALAD2,5.64
FAT3,7.05
MTNR1B,5.17
CCDC67,3.69
CEP295,9.26
C11orf54,10.28
MED17,11.6
HEPHL1,4.43
PANX1,11.86
IZUMO1R,6.19
ANKRD49,8.99
C11orf97,4.74
KDM4D,5.33
KDM4E,5.0
SRSF8,10.75
ENDOD1,7.97
CEP57,11.82
JRKL,9.45
CNTN5,3.72
ARHGAP42,11.09
TMEM133,8.23
CEP126,7.0
C11orf70,9.76
YAP1,11.63
DYNC2H1,8.45
DDI1,4.98
GRIA4,4.67
AASDHPPT,12.17
ELMOD1,4.33
RAB39A,7.96
CUL5,13.47
ACAT1,11.12
ATM,12.03
DDX10,10.42
C11orf87,5.35
ZC3H12C,9.35
FDX1,9.3
C11orf53,5.03
COLCA2,5.54
C11orf88,3.49
LAYN,8.5
SIK2,10.62
C11orf1,11.31
HSPB2; C11orf52; HSPB2-C11orf52,7.22
DIXDC1,6.22
DLAT,11.19
C11orf57,11.74
NCAM1,9.97
NCAM1,4.92
TTC12,10.04
ANKK1,5.43
CLDN25,5.85
HTR3B,5.03
HTR3A,5.22
ZBTB16,6.6
NNMT,8.04
NXPE2,5.11
APOC3,8.28
PAFAH1B2,13.6
SIDT2,8.76
TAGLN,13.69
RNF214,7.81
CEP164,7.99
IL10RA,3.79
TMPRSS4,3.66
CD3E,6.62
CD3G,4.6
UBE4A,13.27
KMT2A,11.01
ARCN1,13.94
PHLDB1; MIR6716,9.01
CXCR5,6.27
UPK2,6.64
FOXR1,5.25
CCDC84,8.04
TRAPPC4; MIR3656,10.33
VPS11,9.59
HMBS,5.52
C2CD2L,8.3
HINFP,11.01
ABCG4,5.04
NLRX1,6.49
PDZD3,4.64
CBL,9.4
RNF26,8.69
OAF,7.46
OAF,7.37
POU2F3,5.0
TMEM136,9.33
ARHGEF12,13.17
GRIK4,4.98
TBCEL,11.36
TECTA,5.29
SC5D,11.57
SORL1,6.01
UBASH3B,12.56
CRTAM,3.91
C11orf63,7.91
OR8D4,3.44
OR4D5,3.73
OR10G4,5.03
OR10G9,5.37
OR10G8,5.18
VWA5A,4.78
OR8G2,4.39
OR8G1,4.53
OR8G5,4.27
OR8A1,4.13
PANX3,5.02
TBRG1,9.79
SPA17,10.1
NRGN,5.33
ROBO3,6.32
HEPN1,5.75
CCDC15,7.78
SLC37A2,6.74
PKNOX2,8.63
LOC403312; AP000708.1,3.96
EI24,11.87
PATE1,6.69
PATE3,5.56
PATE4,7.26
HYLS1,9.45
DDX25,6.11
FAM118B,11.05
FOXRED1,6.77
TIRAP,7.33
DCPS,8.12
ST3GAL4,7.07
KIRREL3-AS3,6.77
FLI1,10.04
KCNJ5,5.02
BARX2,4.25
TMEM45B,4.96
APLP2,15.45
ST14,5.07
ADAMTS15,7.35
C11orf44,7.36
NTM,5.75
JAM3,5.25
VPS26B,9.94
ACAD8,8.11
GLB1L3,4.19
GLB1L2,7.32
SIRT3,8.94
IFITM3,16.56
SIGIRR,7.61
ANO9,6.41
RNH1,9.93
HRAS,9.2
LMNTD2,7.2
IRF7,3.95
CDHR5,6.01
SCT,4.16
DEAF1,7.21
PDDC1,8.57
CEND1,7.1
SLC25A22,8.23
POLR2L,10.91
CHID1,10.91
MUC6,5.0
TOLLIP,8.67
MOB2,6.44
DUSP8,4.89
KRTAP5-1,11.45
KRTAP5-2,7.08
PRR33,5.15
TH,7.14
ASCL2,4.63
C11orf21,5.26
TRPM5,4.49
CDKN1C,7.19
SLC22A18AS,7.04
PHLDA2,8.18
NAP1L4,12.37
CARS,9.92
OSBPL5,5.27
OSBPL5,4.41
MRGPRG,4.79
MRGPRE,6.09
ZNF195,11.9
ART5,4.76
CHRNA10; NUP98,12.44
NUP98,9.62
RHOG,9.4
OR52B4,4.81
TRIM21,7.0
C11orf40,5.6
TRIM68,8.12
OR51E2,5.08
OR51F1,3.65
OR52R1,4.45
OR51S1,5.21
OR51H1,4.95
OR51G2,4.03
OR51G1,3.84
OR51A4,4.59
OR51A2,4.17
OR52E2,5.01
OR52A5,3.91
OR52A1,4.44
OR52Z1,4.87
OR51V1,3.53
HBB,4.89
HBD,4.86
OR51B4,5.94
OR51B2,4.32
OR51I1,3.94
UBQLN3,4.1
UBQLNL,4.67
OR52H1,5.84
TRIM5,9.31
TRIM22,5.35
OR52N5,4.94
OR52N1,4.93
OR52E6,6.01
OR52E8,5.36
OR56A5,4.8
OR52L1,4.65
OR56A4,3.95
OR56A1,4.27
OR52B2,4.44
FAM160A2,8.25
PRKCDBP,4.44
APBB1,7.49
HPX,7.91
TRIM3,5.63
ARFIP2,10.09
RRP8,5.51
TPP1,12.42
DCHS1,4.84
MRPL17,11.91
OR2AG2,3.86
OR6A2,4.39
OR2D2,3.99
ZNF214,6.75
CYB5R2,12.47
OR5P2,9.3
OR5P3,6.74
OR10A6,3.57
OR10A3,3.98
NLRP10,4.94
RIC3,5.56
LMO1,7.47
STK33,7.48
TRIM66,6.16
ST5,6.61
ST5,5.9
ST5,5.92
C11orf16,6.09
ASCL3,5.19
TMEM9B,11.62
NRIP3,6.27
SCUBE2,5.07
DENND5A,10.14
TMEM41B,12.53
SBF2,11.37
MTRNR2L8; MIR4485,16.75
RNF141,11.38
LYVE1,5.44
MRVI1,6.73
EIF4G2; SNORD97,13.96
GALNT18,8.14
CSNK2A3,11.34
DKK3,8.53
BTBD10,9.58
PTH,5.09
RRAS2,12.49
CYP2R1,9.66
CALCA,7.43
SOX6; MIR6073,5.61
PLEKHA7,7.6
RPL36A,8.07
KCNJ11,7.72
ABCC8,4.33
USH1C,7.07
SAAL1,8.96
HPS5,10.1
TSG101,12.66
UEVLD,12.53
SPTY2D1,7.98
IGSF22,4.35
PTPN5,7.5
MRGPRX1,3.62
MRGPRX2,4.91
CSRP3,5.15
E2F8,11.92
DBX1,3.71
FANCF,11.49
SVIP,7.54
CCDC179,5.06
MUC15,5.05
SLC5A12,7.29
CCDC34,11.48
CCDC34,5.54
LGR4,12.98
LIN7C,13.25
BDNF,9.99
KIF18A,14.12
KCNA4,4.96
MPPED2,5.04
IMMP1L,8.73
PAX6,5.71
WT1,4.87
CCDC73,6.08
CSTF3,13.72
FBXO3,9.65
LMO2,4.44
ABTB2,5.91
CAT,4.55
ELF5,4.89
APIP,3.82
SLC1A2,6.15
PAMR1,6.57
COMMD9,7.59
TRAF6,9.68
RAG2,3.86
LRRC4C,5.47
ALX4,3.24
TP53I11,8.15
TP53I11,4.94
TP53I11,7.94
SYT13,5.27
CHST1,8.59
CRY2,3.59
C11orf94,5.32
PEX16,6.22
PHF21A,12.31
CHRM4,4.7
AMBRA1,11.98
HARBI1,7.13
ARHGAP1,12.27
CKAP5; SNORD67,13.63
CKAP5,8.65
LRP4,5.6
ARFGAP2,8.74
PACSIN3,8.87
ACP2,9.9
MYBPC3,5.11
SPI1,6.88
PSMC3,11.07
RAPSN,5.83
CELF1,12.38
CELF1,8.11
KBTBD4,11.28
C1QTNF4,5.5
MTCH2,15.7
AGBL2,5.28
FNBP4,11.61
NUP160,11.31
OR4C5,4.49
TRIM64C,6.54
FOLH1,5.72
OR4C12,4.84
OR4C46,4.67
OR4C11,4.53
OR5W2,3.61
OR5I1,4.77
OR10AG1,6.72
OR5F1,4.33
OR8J3,4.43
OR8K5,4.1
OR8J2,3.97
OR5T2,4.76
OR8H1,4.84
OR5R1,5.17
OR5M9,4.06
OR5M3,4.64
OR5M8,4.48
OR5M11,5.24
OR5M10,4.39
OR5M1,3.93
OR5AP2,4.02
OR9G4,5.37
OR5G5P; OR5G3,4.75
APLNR,4.44
TNKS1BP1,7.24
SSRP1,11.75
PRG3,5.27
SLC43A1,7.09
TIMM10,11.21
UBE2L6,11.67
UBE2L6,7.97
YPEL4,4.32
MED19,8.64
BTBD18,4.22
OR9I1,4.98
OR1S2,4.6
OR10Q1,4.53
OR10W1,4.86
OR5B17,4.73
OR5B3,4.8
OR5B2,4.85
OR5B12,3.5
OR5B21,4.52
LPXN,8.45
GLYAT,4.7
GLYATL2,5.38
MPEG1,4.69
OR5A2,6.33
OSBP,9.42
PATL1,11.81
OR10V1,4.34
FABP5,9.0
MRPL16,10.33
GIF,4.48
TCN1,6.19
MS4A6A,4.46
MS4A4E,5.7
PTGDR2,6.66
PRPF19,10.5
PRPF19,6.26
SLC15A3,6.41
VPS37C,9.02
VWCE,6.07
DDB1,12.56
CYB561A3,8.37
CPSF7,10.73
SYT7,5.04
TMEM258; MIR611,11.45
FADS1; MIR1908,13.18
FADS3,8.71
RAB3IL1,9.52
FTH1,17.21
SCGB1D4,5.85
AHNAK,8.99
MTA2,12.13
EML3,8.08
B3GAT3,6.43
GANAB,13.71
UBXN1,11.83
LRRN4CL,4.54
ZBTB3,6.55
TMEM223,5.4
NXF1,10.92
STX5,8.26
WDR74,11.85
CHRM1,4.85
SLC22A6,6.46
SLC22A8,4.45
SLC22A24,3.44
SLC22A25,4.89
HRASLS5,5.24
HRASLS2,5.45
PLA2G16,11.95
ATL3,12.65
C11orf95,14.34
RCOR2,4.18
MACROD1,7.0
TRPT1,7.88
PPP1R14B,12.74
BAD,7.06
TRMT112,13.02
NRXN2,4.8
RASGRP2,6.39
PYGM,4.13
SF1,6.81
SF1,8.43
MEN1,8.79
CDC42BPG,3.83
EHD1,9.61
ATG2A,9.16
GPHA2,6.5
C11orf85,5.45
BATF2,5.49
NAALADL1,7.41
TMEM262,6.57
ZNHIT2,5.33
SLC25A45,6.41
LTBP3,7.9
SSSCA1-AS1,6.66
KCNK7,6.14
MAP3K11,11.68
RELA,11.18
RNASEH2C,8.72
AP5B1,5.74
EFEMP2,6.97
FIBP,8.63
FOSL1,13.23
C11orf68,8.18
EIF1AD,10.61
CATSPER1,5.19
GAL3ST3,6.97
YIF1A,9.35
CD248,6.28
RIN1,6.17
BRMS1,8.72
B4GAT1,7.92
SLC29A2,8.3
MRPL11,9.0
ZDHHC24,6.9
CTSF,7.2
CCDC87,5.5
RBM4B,8.3
SPTBN2,7.3
PC,6.5
PC,5.68
PPP1CA,14.37
GPR152,5.43
PITPNM1,6.04
CDK2AP2,8.86
CABP2,7.27
C11orf72,5.01
NUDT8,8.42
TBX10,6.52
ACY3,4.95
ALDH3B2,5.38
UNC93B1,8.27
CHKA,11.0
KMT5B,12.54
C11orf24,11.01
MTL5,5.35
CPT1A,7.66
MRGPRD,8.29
MRPL21,10.68
MRGPRF,7.1
FGF19,6.71
FGF4,6.63
FGF3,6.3
SHANK2,6.8
DHCR7,14.14
KRTAP5-11,7.88
LOC100133315; RP11-849H4.2,7.03
NUMA1,10.7
LAMTOR1,8.2
ANAPC15,10.0
PHOX2A,3.82
CLPB,11.76
PDE2A,5.27
FCHSD2,12.76
FAM168A,6.52
RAB6A,13.36
COA4,9.18
UCP2,11.46
UCP3,6.6
C2CD3,8.97
P4HA3,4.73
PGM2L1,10.6
KCNE3,4.89
LIPT2,6.45
CHRDL2,4.09
XRRA1,9.28
OR2AT4,3.46
ARRB1,8.0
KLHL35,3.92
GDPD5,5.38
SERPINH1,5.35
MAP6,6.63
WNT11,4.57
PRKRIR,10.13
LRRC32,7.48
GDPD4,4.2
CLNS1A,13.42
RSF1,11.95
INTS4,9.94
NDUFC2-KCTD14; NDUFC2; KCTD14,14.14
ALG8,12.93
KCTD21,7.54
GAB2,5.36
NARS2,10.72
TENM4,5.62
FAM181B,5.97
PRCP,11.19
RAB30,9.38
CCDC90B,12.2
DLG2,3.67
CREBZF,10.53
CCDC89,4.02
SYTL2,10.04
PICALM,14.02
ME3,7.5
FZD4,7.81
RAB38,4.39
CTSC,14.92
GRM5,3.89
NOX4,3.98
TRIM49,6.15
TRIM64B,6.41
TRIM49D2; TRIM49D1,4.22
CHORDC1,15.2
SLC36A4,10.97
SMCO4,6.33
TAF1D; SNORA8; SNORA18; SNORA40; SNORA1; SNORA25; SNORA32; SNORD5; MIR1304,12.04
VSTM5,5.39
GPR83,4.75
MRE11A,12.14
AMOTL1,7.19
CWC15,10.25
SESN3,5.56
SESN3,3.33
FAM76B,10.06
MTMR2,13.29
MAML2,11.02
CCDC82,12.76
PGR,4.83
TRPC6,6.47
ANGPTL5,4.95
BIRC3,6.84
TMEM123,16.07
MMP7,8.05
MMP20,5.0
MMP27,4.23
MMP8,4.73
MMP10,5.64
MMP1,6.71
MMP3,6.59
MMP12,4.11
MMP13,4.24
DCUN1D5,12.88
PDGFD,5.6
CASP12,4.41
CASP4,11.38
CASP5,5.31
CARD18,4.24
MSANTD4,10.55
KBTBD3,5.02
GUCY1A2,5.29
CWF19L2,9.23
ALKBH8,7.98
SLN,4.31
SLC35F2,12.02
NPAT,9.97
C11orf65,6.81
KDELC2,12.15
EXPH5,10.85
RDX,12.38
ARHGAP20,3.66
COLCA1,4.9
BTG4,3.92
PPP2R1B,11.89
CRYAB,5.48
PIH1D2,5.64
TIMM8B,11.2
IL18,10.42
PLET1,3.95
DRD2,4.96
TMPRSS5,4.69
ZW10,10.37
USP28,9.69
C11orf71,7.69
NXPE1,3.56
NXPE4,3.93
CADM1,10.46
BUD13,7.17
ZPR1,10.39
APOA5,8.19
APOA4,9.83
APOA1,7.15
SIK3,7.7
LOC100652768; PCSK7,6.55
PCSK7,7.51
BACE1,8.56
DSCAML1,5.32
TMPRSS13,4.61
SCN4B,5.98
SCN2B,6.88
AMICA1,4.38
MPZL3,7.9
MPZL2,7.11
CD3D,4.84
IFT46,9.46
TREH,3.62
DDX6,13.73
RPS25,15.27
SLC37A4,7.63
HYOU1,13.09
H2AFX,10.72
DPAGT1,13.27
CCDC153,8.07
CBL,4.99
MCAM; MIR6756,7.14
C1QTNF5; MFRP,4.78
USP2,5.69
THY1,4.62
PVRL1,5.84
TRIM29,5.14
SORL1,5.23
BLID; MIR100HG,6.27
BSX,6.33
HSPA8; SNORD14C; SNORD14D,16.46
CLMP,13.46
SCN3B,4.29
ZNF202,9.85
OR6X1,4.83
OR6M1,4.16
TMEM225,3.55
OR6T1,5.17
OR10S1,4.93
OR10G7,4.17
OR8D1,5.11
OR8D2,4.3
OR8B2,3.44
OR8B3,4.16
OR8B4,3.8
OR8B8,4.31
OR8B12,6.02
SIAE,10.46
VSIG2,7.02
ESAM,7.47
MSANTD2,9.78
ROBO4,5.44
HEPACAM,3.81
TMEM218,7.62
FEZ1,4.99
ACRV1,5.89
PATE2,4.8
PUS3,9.13
CDON,4.67
RPUSD4,8.13
SRPR,12.68
KIRREL3,7.7
KIRREL3,10.26
KIRREL3,11.64
KIRREL3,8.93
ETS1,11.65
KCNJ1,4.3
C11orf45,4.97
TP53AIP1,5.2
ARHGAP32,8.36
NFRKB,6.22
NFRKB,8.19
PRDM10,8.25
ZBTB44,10.63
ADAMTS8,5.51
LOC103611081; LOC100507431; RP11-890B15.3; RP11-890B15.2; klerglaw,5.49
SNX19,9.65
OPCML,3.96
OPCML,6.96
SPATA19,4.74
IGSF9B,6.67
NCAPD3,10.86
THYN1,9.4
B3GAT1,6.17
IFITM2,15.63
IFITM1,11.78
TRIM6,9.91
TRIM34,7.47
TRIM6-TRIM34,8.3
TRIM22,5.48
OR56B1,3.63
TIMM10B,12.49
DNHD1,4.77
AMPD3,5.73
AMPD3,4.83
MICAL2,5.81
MICAL2,13.56
CALCB,4.73
C11orf58,14.94
NUCB2,14.46
RCN1,4.61
RCN1,13.66
NAT10,10.49
MIR670HG; HSD17B12,4.65
HSD17B12,13.77
CRY2,5.56
PTPMT1,9.83
NDUFS3,11.19
CLP1; AP000662.4,5.07
CLP1,7.37
TMX2-CTNND1,12.72
TMX2; C11orf31,12.89
CTNND1,14.18
ZFP91,12.62
CNTF,6.52
ZFP91-CNTF,13.1
GLYATL1,4.97
GLYATL1,5.71
STX3,10.79
MS4A6E,6.44
MS4A7,5.22
MS4A14,5.64
PGA4,6.22
PGA5,5.8
SDHAF2,10.35
PPP1R32,4.77
FEN1,12.18
FADS2,15.2
TTC9C,11.13
TTC9C,8.34
COX8A,14.58
OTUB1,12.51
FLRT1,4.67
NUDT22,6.41
DNAJC4,9.48
KCNK4,7.22
TEX40,6.1
PPP2R5B,5.67
PPP2R5B,6.46
ARL2,13.15
SNX15,8.01
ARL2-SNX15,10.32
TM7SF2,8.98
VPS51,6.2
SSSCA1,9.52
FAM89B,8.28
EHBP1L1,9.19
SIPA1,5.03
SF3B2,5.24
SF3B2,11.12
DPP3,11.12
BBS1,7.56
RBM14,12.36
RBM14-RBM4,12.98
RBM4,12.44
RAD9A,4.68
RAD9A,9.29
CARNS1,5.2
CARNS1,8.59
TCIRG1,10.05
MYEOV,8.94
MYEOV,9.3
NADSYN1,8.98
NADSYN1,5.37
KRTAP5-7,7.68
KRTAP5-8,7.12
KRTAP5-9,4.82
KRTAP5-10,4.67
FOLR3,5.79
POLD3,10.9
NEU3,6.91
DDIAS,9.25
FOLH1B,5.27
FUT4,6.09
PIWIL4,4.05
AMOTL1,9.68
BIRC3,11.35
BIRC2,12.63
SDHD,11.28
TEX12,4.31
BCO2; RPS12P21,5.06
PTS,10.3
RBM7,12.43
REXO2,13.69
ATP5L,14.3
TMEM25,5.62
TTC36,5.87
GRAMD1B,3.87
GRAMD1B,8.07
STT3A,16.33
CHEK1,13.49
IFITM5,6.28
BET1L,7.68
PIDD1,5.5
PIDD1,4.64
KRTAP5-3,8.98
KRTAP5-4,8.27
IFITM10,6.86
CTSD,14.47
IGF2; INS-IGF2,5.41
IGF2,6.89
INS; INS-IGF2,5.52
HBG2; HBG1,5.67
HBE1,5.96
OR51B5,4.84
RRP8,7.68
RP11-732A19.2; TAF10,6.22
TAF10,11.48
OVCH2,6.51
ZBED5,4.52
ZBED5,9.03
COPB1,11.7
PSMA1,10.89
RPS13; SNORD14B,14.32
PIK3C2A,12.65
SERGEF,7.84
TPH1,3.98
SAA2; SAA2-SAA4; SAA4,5.65
DCDC5; DCDC1,4.58
DCDC1,4.16
DCDC1,5.38
C11orf91,5.27
CD59,14.09
APIP,12.18
PRG2,5.46
SLC43A3,13.2
EEF1G; MIR3654,15.98
TUT1,8.47
INTS5,5.32
C11orf98; LBHD1,13.75
BSCL2,10.61
HNRNPUL2-BSCL2,11.13
HNRNPUL2,12.14
MAP4K2,6.16
CDCA5,8.79
FAU,11.02
SYVN1,11.71
CFL1,3.39
CFL1,6.5
CFL1,15.39
POLD4,8.89
CLCF1,8.91
PTPRCAP,5.93
CORO1B,8.53
TMEM134,8.78
ORAOV1,8.45
ORAOV1,7.71
ALG1L9P,8.51
ZNF705E,6.44
ARAP1,7.22
STARD10,9.46
PAK1,8.04
CASP1,6.83
CARD16,8.97
CARD17,6.34
POU2AF1,4.79
POU2AF1,4.0
ALG9,9.92
FDXACB1,6.36
FXYD2,4.8
FXYD6; FXYD6-FXYD2; FXYD2,5.26
BCL9L,11.17
IQSEC3,8.66
CCDC77,10.3
B4GALNT3,6.65
WNK1,11.97
WNK1,8.54
ERC1,9.24
WNT5B,10.58
ADIPOR2,12.5
LRTM2,7.25
FKBP4,13.05
TEAD4,6.83
TSPAN9,8.52
PRMT8,4.35
CCND2,8.02
TIGAR,9.91
RAD51AP1,11.36
KCNA1,4.89
KCNA5,7.72
CD9,15.23
PLEKHG6,5.24
LTBR,10.22
NCAPD2,10.74
GAPDH,16.96
COPS7A,9.21
PTMS,13.51
LAG3,4.8
CD4,4.18
GNB3,6.35
USP5,11.59
TPI1,12.3
ENO2,5.77
ATN1,8.99
C12orf57; RNU7-1,11.02
PTPN6,4.19
CLSTN3,8.14
PEX5,7.79
ACSM4,6.1
DPPA3,5.18
NANOGNB,5.73
NANOG,5.28
FOXJ2,9.34
NECAP1,10.72
CLEC6A,5.23
CLEC4D,3.91
RIMKLB,9.74
A2ML1,5.46
PHC1,9.65
KLRG1,6.47
CLEC2D,7.79
KLRF1,4.83
KLRF2,4.03
CLEC12A,4.3
CLEC12B,5.58
CLEC9A,5.75
TMEM52B,9.57
GABARAPL1,12.19
KLRD1,4.29
PRH2,5.43
SMIM10L1,6.72
ETV6,11.75
BCL2L14,6.41
BORCS5,6.86
CREBL2,10.28
CDKN1B,10.37
APOLD1; DDX47,13.19
GPRC5A; MIR614,13.47
FAM234B,6.95
EMP1,9.02
ATF7IP,13.7
PLBD1,3.39
H2AFJ,9.13
C12orf60,6.88
PDE6H,3.9
PTPRO,5.72
PTPRO,4.32
STRAP,15.03
DERA,11.34
PIK3C2G,8.1
CAPZA3,4.53
PLEKHA5,10.57
PDE3A,6.99
SLCO1C1,5.35
IAPP,5.56
PYROXD1,9.7
GOLT1B,13.26
SPX,9.73
CMAS,11.92
ETNK1,11.16
LYRM5,9.66
KRAS,6.51
RASSF8,9.91
FGFR1OP2,10.37
STK38L,11.63
ARNTL2,12.13
SMCO2,6.77
PPFIBP1,11.51
REP15,5.15
MRPS35,12.64
KLHL42,8.32
CCDC91,13.2
